system_id,image_id,file,first_author,year,source_journal,publisher,open_access,arxiv,bibcode,license_class,restrictive_venue,permission_status
hd-105,hd-105_sphere-debris-2025,images/hd-105/hd-105_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-105,hd-105_alma2018,images/hd-105/hd-105_alma2018.png,Marshall,2018,ApJ,AAS/IOP,green-oa,1811.06440,2018ApJ...869...10M,arxiv-preprint-figure,,not-needed
hd-105,hd-105_alice-f160w,images/hd-105/hd-105_alice-f160w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
hd-105211,hd-105211_reasons,images/hd-105211/hd-105211_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-105211,hd-105211_herschel-pacs70,images/hd-105211/hd-105211_herschel-pacs70.png,Hengst,2017,"MNRAS 468, 4725",OUP,hybrid,1703.09348,2017MNRAS.468.4725H,arxiv-preprint-figure,,not-needed
hd-10638,hd-10638_reasons,images/hd-10638/hd-10638_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-10647,hd-10647_reasons,images/hd-10647/hd-10647_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-10647,hd-10647_arks,images/hd-10647/hd-10647_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
hd-10647,hd-10647_alma2021,images/hd-10647/hd-10647_alma2021.png,Lovell,2021,"MNRAS 506, 1978",OUP,hybrid,2106.05975,2021MNRAS.506.1978L,arxiv-preprint-figure,,not-needed
hd-10647,hd-10647_hst2021,images/hd-10647/hd-10647_hst2021.png,Lovell,2021,MNRAS (10.1093/mnras/stab1678),OUP,hybrid,2106.05975,2021MNRAS.506.1978L,arxiv-preprint-figure,,not-needed
hd-106906,hd-106906_gpies-debris,images/hd-106906/hd-106906_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
hd-106906,hd-106906_gpi2015,images/hd-106906/hd-106906_gpi2015.png,Kalas,2015,"ApJ 814, 32",AAS/IOP,green-oa,1510.02747,2015ApJ...814...32K,arxiv-preprint-figure,,not-needed
hd-106906,hd-106906_mago2014,images/hd-106906/hd-106906_mago2014.png,Bailey,2014,"ApJL 780, L4",AAS/IOP,green-oa,1312.1265,2014ApJ...780L...4B,arxiv-preprint-figure,,not-needed
hd-106906,hd-106906_reasons,images/hd-106906/hd-106906_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-106906,hd-106906_sphere-debris-2025,images/hd-106906/hd-106906_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-106906,hd-106906_gpi-crotts24,images/hd-106906/hd-106906_gpi-crotts24.png,Crotts,2024,"ApJ 961, 245",AAS/IOP,green-oa,2311.14599,2024ApJ...961..245C,arxiv-preprint-figure,,not-needed
hd-106906,hd-106906_jwst-miri-f1140c,images/hd-106906/hd-106906_jwst-miri-f1140c.png,Rouan,2025,A&A (2025),EDP Sciences,hybrid,2504.13679,2025A&A...698A.113R,arxiv-preprint-figure,,not-needed
hd-106906,hd-106906_jwst-miri-f1550c,images/hd-106906/hd-106906_jwst-miri-f1550c.png,Rouan,2025,A&A (2025),EDP Sciences,hybrid,2504.13679,2025A&A...698A.113R,arxiv-preprint-figure,,not-needed
hd-106906,hd-106906_acs2015,images/hd-106906/hd-106906_acs2015.png,Kalas,2015,ApJ,AAS/IOP,green-oa,1510.02747,2015ApJ...814...32K,arxiv-preprint-figure,,not-needed
hd-106906,hd-106906_sphere-rdi-xie22,images/hd-106906/hd-106906_sphere-rdi-xie22.png,Xie,2022,"A&A 666, A32",EDP Sciences,hybrid,2208.07915,2022A&A...666A..32X,arxiv-preprint-figure,,not-needed
hd-106906,hd-106906_visao2016,images/hd-106906/hd-106906_visao2016.png,Wu,2016,"ApJ 823, 24",AAS/IOP,green-oa,1604.06847,2016ApJ...823...24W,arxiv-preprint-figure,,not-needed
hd-106906,hd-106906_zhou2020-wfc3,images/hd-106906/hd-106906_zhou2020-wfc3.png,Zhou,2020,"AJ 159, 140",AAS/IOP,green-oa,2001.08304,2020AJ....159..140Z,arxiv-preprint-figure,,not-needed
hd-107146,hd-107146_reasons,images/hd-107146/hd-107146_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-107146,hd-107146_alma2015,images/hd-107146/hd-107146_alma2015.png,Ricci,2015,"ApJ 798, 124",AAS/IOP,green-oa,1410.8265,2015ApJ...798..124R,arxiv-preprint-figure,,not-needed
hd-107146,hd-107146_stis-schneider14,images/hd-107146/hd-107146_stis-schneider14.png,Schneider,2014,"AJ 148, 59",AAS/IOP,green-oa,1406.7303,2014AJ....148...59S,arxiv-preprint-figure,,not-needed
hd-107146,hd-107146_arks,images/hd-107146/hd-107146_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
hd-107146,hd-107146_acs2004-f606w,images/hd-107146/hd-107146_acs2004-f606w.png,Ardila,2004,"ApJL 617, L147",AAS/IOP,green-oa,astro-ph/0411422,2004ApJ...617L.147A,arxiv-preprint-figure,,not-needed
hd-107146,hd-107146_acs2004-f814w,images/hd-107146/hd-107146_acs2004-f814w.png,Ardila,2004,"ApJL 617, L147",AAS/IOP,green-oa,astro-ph/0411422,2004ApJ...617L.147A,arxiv-preprint-figure,,not-needed
hd-107146,hd-107146_nicmos2011,images/hd-107146/hd-107146_nicmos2011.png,Ertel,2011,"A&A 533, A132",EDP Sciences,hybrid,1107.1057,2011A&A...533A.132E,arxiv-preprint-figure,,not-needed
hd-107146,hd-107146_alice-f110w,images/hd-107146/hd-107146_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
hd-107146,hd-107146_carma2008,images/hd-107146/hd-107146_carma2008.png,Corder,2008,"ApJ 690, L65 (2009)",AAS/IOP,green-oa,0811.2713,2009ApJ...690L..65C,arxiv-preprint-figure,,not-needed
hd-108015,hd-108015_vlti_pionier,images/hd-108015/hd-108015_vlti_pionier.png,De Prins,2026,A&A,EDP Sciences,hybrid,2605.13445,2026arXiv260513445D,arxiv-preprint-figure,,not-needed
hd-109832,hd-109832_discs,images/hd-109832/hd-109832_discs.png,Hom,2025,"AJ, in press",AAS/IOP,green-oa,2505.02976,2025AJ....170...46H,arxiv-preprint-figure,,not-needed
hd-110058,hd-110058_gpies-debris,images/hd-110058/hd-110058_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
hd-110058,hd-110058_sphere2023,images/hd-110058/hd-110058_sphere2023.png,Stasevic,2023,"A&A 678, A8",EDP Sciences,hybrid,2308.05613,2023A&A...678A...8S,arxiv-preprint-figure,,not-needed
hd-110058,hd-110058_reasons,images/hd-110058/hd-110058_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-110058,hd-110058_nicmos-ren2023,images/hd-110058/hd-110058_nicmos-ren2023.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-110058,hd-110058_sphere-debris-2025,images/hd-110058/hd-110058_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-110058,hd-110058_stis-ren,images/hd-110058/hd-110058_stis-ren.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-110058,hd-110058_gpi-crotts24,images/hd-110058/hd-110058_gpi-crotts24.png,Crotts,2024,"ApJ 961, 245",AAS/IOP,green-oa,2311.14599,2024ApJ...961..245C,arxiv-preprint-figure,,not-needed
hd-110058,hd-110058_gpi-hom24,images/hd-110058/hd-110058_gpi-hom24.png,Hom,2024,MNRAS,OUP,hybrid,2402.00214,2024MNRAS.528.6959H,arxiv-preprint-figure,,not-needed
hd-110058,hd-110058_sphere-rdi-xie22,images/hd-110058/hd-110058_sphere-rdi-xie22.png,Xie,2022,"A&A 666, A32",EDP Sciences,hybrid,2208.07915,2022A&A...666A..32X,arxiv-preprint-figure,,not-needed
hd-111161,hd-111161_gpies-debris,images/hd-111161/hd-111161_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
hd-111520,hd-111520_gpies-debris,images/hd-111520/hd-111520_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
hd-111520,hd-111520_reasons,images/hd-111520/hd-111520_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-111520,hd-111520_sphere-debris-2025,images/hd-111520/hd-111520_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-111520,hd-111520_gpi-crotts24,images/hd-111520/hd-111520_gpi-crotts24.png,Crotts,2024,"ApJ 961, 245",AAS/IOP,green-oa,2311.14599,2024ApJ...961..245C,arxiv-preprint-figure,,not-needed
hd-111520,hd-111520_gpi-hom24,images/hd-111520/hd-111520_gpi-hom24.png,Hom,2024,MNRAS,OUP,hybrid,2402.00214,2024MNRAS.528.6959H,arxiv-preprint-figure,,not-needed
hd-111520,hd-111520_stis2022,images/hd-111520/hd-111520_stis2022.png,Crotts,2022,ApJ,AAS/IOP,green-oa,2204.11759,2022ApJ...932...23C,arxiv-preprint-figure,,not-needed
hd-111520,hd-111520_sphere-rdi-xie22,images/hd-111520/hd-111520_sphere-rdi-xie22.png,Xie,2022,"A&A 666, A32",EDP Sciences,hybrid,2208.07915,2022A&A...666A..32X,arxiv-preprint-figure,,not-needed
hd-112810,hd-112810_reasons,images/hd-112810/hd-112810_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-112810,hd-112810_discs,images/hd-112810/hd-112810_discs.png,Hom,2025,"AJ, in press",AAS/IOP,green-oa,2505.02976,2025AJ....170...46H,arxiv-preprint-figure,,not-needed
hd-112810,hd-112810_sphere-debris-2025,images/hd-112810/hd-112810_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-113337,hd-113337_herschel2019,images/hd-113337/hd-113337_herschel2019.png,Borgniet,2019,A&A,EDP Sciences,hybrid,1905.11156,2019A&A...627A..44B,arxiv-preprint-figure,,not-needed
hd-113556,hd-113556_reasons,images/hd-113556/hd-113556_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-113766,hd-113766_reasons,images/hd-113766/hd-113766_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-114082,hd-114082_gpies-debris,images/hd-114082/hd-114082_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
hd-114082,hd-114082_reasons,images/hd-114082/hd-114082_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-114082,hd-114082_sphere-debris-2025,images/hd-114082/hd-114082_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-114082,hd-114082_gpi-crotts24,images/hd-114082/hd-114082_gpi-crotts24.png,Crotts,2024,"ApJ 961, 245",AAS/IOP,green-oa,2311.14599,2024ApJ...961..245C,arxiv-preprint-figure,,not-needed
hd-114082,hd-114082_gpi-hom24,images/hd-114082/hd-114082_gpi-hom24.png,Hom,2024,MNRAS,OUP,hybrid,2402.00214,2024MNRAS.528.6959H,arxiv-preprint-figure,,not-needed
hd-115600,hd-115600_gpies-debris,images/hd-115600/hd-115600_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
hd-115600,hd-115600_reasons,images/hd-115600/hd-115600_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-115600,hd-115600_sphere-debris-2025,images/hd-115600/hd-115600_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-115600,hd-115600_gpi-crotts24,images/hd-115600/hd-115600_gpi-crotts24.png,Crotts,2024,"ApJ 961, 245",AAS/IOP,green-oa,2311.14599,2024ApJ...961..245C,arxiv-preprint-figure,,not-needed
hd-115600,hd-115600_sphere-rdi-xie22,images/hd-115600/hd-115600_sphere-rdi-xie22.png,Xie,2022,"A&A 666, A32",EDP Sciences,hybrid,2208.07915,2022A&A...666A..32X,arxiv-preprint-figure,,not-needed
hd-1160,hd-1160_nici2012,images/hd-1160/hd-1160_nici2012.png,Nielsen,2012,"ApJ 750, 53",AAS/IOP,green-oa,1202.2854,2012ApJ...750...53N,arxiv-preprint-figure,,not-needed
hd-117214,hd-117214_gpies-debris,images/hd-117214/hd-117214_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
hd-117214,hd-117214_reasons,images/hd-117214/hd-117214_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-117214,hd-117214_sphere-debris-2025,images/hd-117214/hd-117214_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-117214,hd-117214_spherez2020,images/hd-117214/hd-117214_spherez2020.png,Engler,2020,A&A,EDP Sciences,hybrid,1911.04793,2020A&A...635A..19E,arxiv-preprint-figure,,not-needed
hd-120326,hd-120326_sphere-debris-2025,images/hd-120326/hd-120326_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-120326,hd-120326_stis-desgrange,images/hd-120326/hd-120326_stis-desgrange.png,Desgrange,2025,A&A (2025),EDP Sciences,hybrid,2504.15352,2025A&A...698A.183D,arxiv-preprint-figure,,not-needed
hd-120326,hd-120326_sphere-adi,images/hd-120326/hd-120326_sphere-adi.png,Desgrange,2025,A&A (2025),EDP Sciences,hybrid,2504.15352,2025A&A...698A.183D,arxiv-preprint-figure,,not-needed
hd-120326,hd-120326_sphere-rdi-xie22,images/hd-120326/hd-120326_sphere-rdi-xie22.png,Xie,2022,"A&A 666, A32",EDP Sciences,hybrid,2208.07915,2022A&A...666A..32X,arxiv-preprint-figure,,not-needed
hd-121191,hd-121191_reasons,images/hd-121191/hd-121191_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-121617,hd-121617_reasons,images/hd-121617/hd-121617_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-121617,hd-121617_arks,images/hd-121617/hd-121617_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
hd-121617,hd-121617_sphere-debris-2025,images/hd-121617/hd-121617_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-127821,hd-127821_reasons,images/hd-127821/hd-127821_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-129590,hd-129590_gpies-debris,images/hd-129590/hd-129590_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
hd-129590,hd-129590_reasons,images/hd-129590/hd-129590_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-129590,hd-129590_sphere-debris-2025,images/hd-129590/hd-129590_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-129590,hd-129590_alma2020,images/hd-129590/hd-129590_alma2020.png,Kral,2020,"MNRAS 497, 2811",OUP,hybrid,2005.05841,2020MNRAS.497.2811K,arxiv-preprint-figure,,not-needed
hd-129590,hd-129590_gpi-crotts24,images/hd-129590/hd-129590_gpi-crotts24.png,Crotts,2024,"ApJ 961, 245",AAS/IOP,green-oa,2311.14599,2024ApJ...961..245C,arxiv-preprint-figure,,not-needed
hd-129590,hd-129590_sphere-rdi-xie22,images/hd-129590/hd-129590_sphere-rdi-xie22.png,Xie,2022,"A&A 666, A32",EDP Sciences,hybrid,2208.07915,2022A&A...666A..32X,arxiv-preprint-figure,,not-needed
hd-129590,hd-129590_dikl-klip,images/hd-129590/hd-129590_dikl-klip.png,Ren,2023,"A&A 679, A18",EDP Sciences,hybrid,2308.16912,2023A&A...679A..18R,arxiv-preprint-figure,,not-needed
hd-129590,hd-129590_dikl-dikl,images/hd-129590/hd-129590_dikl-dikl.png,Ren,2023,"A&A 679, A18",EDP Sciences,hybrid,2308.16912,2023A&A...679A..18R,arxiv-preprint-figure,,not-needed
hd-131488,hd-131488_arks,images/hd-131488/hd-131488_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
hd-131488,hd-131488_reasons,images/hd-131488/hd-131488_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-131488,hd-131488_sphere-debris-2025,images/hd-131488/hd-131488_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-131488,hd-131488_sphere-rdi-xie22,images/hd-131488/hd-131488_sphere-rdi-xie22.png,Xie,2022,"A&A 666, A32",EDP Sciences,hybrid,2208.07915,2022A&A...666A..32X,arxiv-preprint-figure,,not-needed
hd-131835,hd-131835_reasons,images/hd-131835/hd-131835_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-131835,hd-131835_gpies-debris,images/hd-131835/hd-131835_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
hd-131835,hd-131835_arks,images/hd-131835/hd-131835_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
hd-131835,hd-131835_nicmos-ren2023,images/hd-131835/hd-131835_nicmos-ren2023.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-131835,hd-131835_sphere-debris-2025,images/hd-131835/hd-131835_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-131835,hd-131835_stis-ren,images/hd-131835/hd-131835_stis-ren.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-131835,hd-131835_alma2019,images/hd-131835/hd-131835_alma2019.png,Kral,2019,"MNRAS 489, 3670",OUP,hybrid,1811.08439,2019MNRAS.489.3670K,arxiv-preprint-figure,,not-needed
hd-131835,hd-131835_trecs-11.7um2015,images/hd-131835/hd-131835_trecs-11.7um2015.png,Hung,2015,ApJ,AAS/IOP,green-oa,1502.02035,2015ApJ...802..138H,arxiv-preprint-figure,,not-needed
hd-131835,hd-131835_trecs-18.3um2015,images/hd-131835/hd-131835_trecs-18.3um2015.png,Hung,2015,ApJ,AAS/IOP,green-oa,1502.02035,2015ApJ...802..138H,arxiv-preprint-figure,,not-needed
hd-131835,hd-131835_sphere-rdi-xie22,images/hd-131835/hd-131835_sphere-rdi-xie22.png,Xie,2022,"A&A 666, A32",EDP Sciences,hybrid,2208.07915,2022A&A...666A..32X,arxiv-preprint-figure,,not-needed
hd-135344-a,hd-135344-a_sphere2025,images/hd-135344-a/hd-135344-a_sphere2025.png,Stolker,2025,A&A (2025),EDP Sciences,hybrid,2507.06206,2025A&A...700A..21S,arxiv-preprint-figure,,not-needed
hd-135344-a,hd-135344-a_gravity2025,images/hd-135344-a/hd-135344-a_gravity2025.png,Stolker,2025,A&A (2025),EDP Sciences,hybrid,2507.06206,2025A&A...700A..21S,arxiv-preprint-figure,,not-needed
hd-135344b,hd-135344b_exoalma,images/hd-135344b/hd-135344b_exoalma.png,Curone,2025,ApJL (exoALMA special issue),AAS/IOP,green-oa,2504.18725,2025ApJ...984L...9C,arxiv-preprint-figure,,not-needed
hd-135344b,hd-135344b_seeds2012,images/hd-135344b/hd-135344b_seeds2012.png,Muto,2012,"ApJL 748, L22",AAS/IOP,green-oa,1202.6139,2012ApJ...748L..22M,arxiv-preprint-figure,,not-needed
hd-135344b,hd-135344b_sphere-ks-rdi,images/hd-135344b/hd-135344b_sphere-ks-rdi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
hd-135344b,hd-135344b_naco-pippin,images/hd-135344b/hd-135344b_naco-pippin.png,de Regt,2024,"A&A 684, A73",EDP Sciences,hybrid,2404.02222,2024A&A...684A..73D,arxiv-preprint-figure,,not-needed
hd-135344b,hd-135344b_stolker2016-r,images/hd-135344b/hd-135344b_stolker2016-r.png,Stolker,2016,"A&A 595, A113",EDP Sciences,hybrid,1603.00481,2016A&A...595A.113S,arxiv-preprint-figure,,not-needed
hd-135344b,hd-135344b_stolker2016-i,images/hd-135344b/hd-135344b_stolker2016-i.png,Stolker,2016,"A&A 595, A113",EDP Sciences,hybrid,1603.00481,2016A&A...595A.113S,arxiv-preprint-figure,,not-needed
hd-135344b,hd-135344b_stolker2016-y,images/hd-135344b/hd-135344b_stolker2016-y.png,Stolker,2016,"A&A 595, A113",EDP Sciences,hybrid,1603.00481,2016A&A...595A.113S,arxiv-preprint-figure,,not-needed
hd-135344b,hd-135344b_stolker2016-j,images/hd-135344b/hd-135344b_stolker2016-j.png,Stolker,2016,"A&A 595, A113",EDP Sciences,hybrid,1603.00481,2016A&A...595A.113S,arxiv-preprint-figure,,not-needed
hd-135344b,hd-135344b_alice-f110w,images/hd-135344b/hd-135344b_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
hd-135344b,hd-135344b_nircam2026,images/hd-135344b/hd-135344b_nircam2026.png,Latour,2026,Astronomy & Astrophysics (submitted/in press),EDP Sciences,hybrid,2606.10624,2026arXiv260610624L,arxiv-preprint-figure,,not-needed
hd-135344b,hd-135344b_sphere-ks-qphi,images/hd-135344b/hd-135344b_sphere-ks-qphi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
hd-135344b,hd-135344b_exoalma-co,images/hd-135344b/hd-135344b_exoalma-co.png,Teague,2025,ApJL (exoALMA Focus Issue),AAS/IOP,green-oa,2504.18688,2025ApJ...984L...6T,arxiv-preprint-figure,,not-needed
hd-135344b,hd-135344b_stis-grady2005,images/hd-135344b/hd-135344b_stis-grady2005.png,Grady,2005,"ApJ 630, 958",AAS/IOP,green-oa,,2005ApJ...630..958G,publisher-pdf,,not-needed
hd-138813,hd-138813_reasons,images/hd-138813/hd-138813_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-139614,hd-139614_gemini-lights,images/hd-139614/hd-139614_gemini-lights.png,Rich,2022,"AJ 164, 109",AAS/IOP,green-oa,2206.05815,2022AJ....164..109R,arxiv-preprint-figure,,not-needed
hd-139614,hd-139614_sphere2020-j,images/hd-139614/hd-139614_sphere2020-j.png,Muro-Arena,2020,"A&A 635, A121",EDP Sciences,hybrid,1911.09612,2020A&A...635A.121M,arxiv-preprint-figure,,not-needed
